#Read position (bp)	Clipping profile
0.0	0.9983361064891847
1.0	0.9983361064891847
2.0	0.9983361064891847
3.0	0.8319467554076538
4.0	0.8319467554076538
5.0	0.6655574043261231
6.0	0.49916805324459235
7.0	0.49916805324459235
8.0	0.49916805324459235
9.0	0.49916805324459235
10.0	0.49916805324459235
11.0	0.49916805324459235
12.0	0.49916805324459235
13.0	0.49916805324459235
14.0	0.49916805324459235
15.0	0.49916805324459235
16.0	0.49916805324459235
17.0	0.49916805324459235
18.0	0.49916805324459235
19.0	0.49916805324459235
20.0	0.49916805324459235
21.0	0.49916805324459235
22.0	0.49916805324459235
23.0	0.49916805324459235
24.0	0.49916805324459235
25.0	0.49916805324459235
26.0	0.49916805324459235
27.0	0.49916805324459235
28.0	0.8319467554076538
29.0	0.8319467554076538
30.0	0.8319467554076538
31.0	0.6655574043261231
32.0	0.6655574043261231
33.0	0.6655574043261231
34.0	0.8319467554076538
35.0	0.8319467554076538
36.0	0.8319467554076538
37.0	0.9983361064891847
38.0	0.9983361064891847
39.0	0.9983361064891847
40.0	0.9983361064891847
41.0	0.9983361064891847
42.0	0.9983361064891847
43.0	0.9983361064891847
44.0	0.9983361064891847
45.0	0.9983361064891847
46.0	0.9983361064891847
47.0	0.9983361064891847
48.0	0.9983361064891847
49.0	0.9983361064891847
50.0	0.9983361064891847
51.0	0.9983361064891847
52.0	0.8319467554076538
53.0	0.8319467554076538
54.0	0.9983361064891847
55.0	0.9983361064891847
56.0	0.9983361064891847
57.0	0.9983361064891847
58.0	0.9983361064891847
59.0	0.9983361064891847
60.0	0.9983361064891847
61.0	0.9983361064891847
62.0	0.9983361064891847
63.0	0.9983361064891847
64.0	0.9983361064891847
65.0	0.9983361064891847
66.0	0.9983361064891847
67.0	0.9983361064891847
68.0	0.9983361064891847
69.0	0.9983361064891847
70.0	1.1647254575707155
71.0	1.1647254575707155
72.0	1.1647254575707155
73.0	1.3311148086522462
74.0	1.3311148086522462
75.0	1.3311148086522462
76.0	1.3311148086522462
77.0	1.3311148086522462
78.0	1.3311148086522462
79.0	1.3311148086522462
80.0	1.3311148086522462
81.0	1.3311148086522462
82.0	1.3311148086522462
83.0	1.3311148086522462
84.0	1.3311148086522462
85.0	1.497504159733777
86.0	1.497504159733777
87.0	1.497504159733777
88.0	1.497504159733777
89.0	1.497504159733777
90.0	1.497504159733777
91.0	1.497504159733777
92.0	1.497504159733777
93.0	1.497504159733777
94.0	1.497504159733777
95.0	1.497504159733777
96.0	1.497504159733777
97.0	1.6638935108153077
98.0	1.6638935108153077
99.0	1.6638935108153077
100.0	1.6638935108153077
