#Read position (bp)	Clipping profile
0.0	1.3457269700332963
1.0	1.3457269700332963
2.0	1.3179800221975582
3.0	1.248612652608213
4.0	1.234739178690344
5.0	1.2208657047724751
6.0	1.2208657047724751
7.0	1.179245283018868
8.0	1.0960044395116537
9.0	1.0960044395116537
10.0	1.0543840177580466
11.0	1.0543840177580466
12.0	1.0266370699223086
13.0	1.0127635960044397
14.0	0.9850166481687014
15.0	0.9711431742508323
16.0	0.9711431742508323
17.0	0.9572697003329633
18.0	0.9433962264150944
19.0	0.9156492785793563
20.0	0.9295227524972253
21.0	0.9017758046614872
22.0	0.9572697003329633
23.0	0.9295227524972253
24.0	0.9433962264150944
25.0	0.9295227524972253
26.0	0.8601553829078802
27.0	0.8601553829078802
28.0	0.8601553829078802
29.0	0.8601553829078802
30.0	0.8879023307436182
31.0	0.8740288568257492
32.0	0.8740288568257492
33.0	0.8879023307436182
34.0	0.8601553829078802
35.0	0.8601553829078802
36.0	0.8601553829078802
37.0	0.9156492785793563
38.0	0.9295227524972253
39.0	0.9433962264150944
40.0	0.9433962264150944
41.0	0.9295227524972253
42.0	0.9017758046614872
43.0	0.8879023307436182
44.0	0.8740288568257492
45.0	0.8740288568257492
46.0	0.8601553829078802
47.0	0.8740288568257492
48.0	0.8601553829078802
49.0	0.8324084350721421
50.0	0.8462819089900111
51.0	0.8601553829078802
52.0	0.8740288568257492
53.0	0.8324084350721421
54.0	0.8324084350721421
55.0	0.8324084350721421
56.0	0.8601553829078802
57.0	0.8740288568257492
58.0	0.8462819089900111
59.0	0.8324084350721421
60.0	0.8324084350721421
61.0	0.8185349611542732
62.0	0.804661487236404
63.0	0.8185349611542732
64.0	0.804661487236404
65.0	0.8324084350721421
66.0	0.8462819089900111
67.0	0.8601553829078802
68.0	0.8601553829078802
69.0	0.8601553829078802
70.0	0.8879023307436182
71.0	0.8601553829078802
72.0	0.8879023307436182
73.0	0.8879023307436182
74.0	0.8879023307436182
75.0	0.9017758046614872
76.0	0.9295227524972253
77.0	0.9572697003329633
78.0	0.9850166481687014
79.0	0.9850166481687014
80.0	0.9850166481687014
81.0	0.9988901220865706
82.0	1.0127635960044397
83.0	1.0405105438401776
84.0	1.0543840177580466
85.0	1.0543840177580466
86.0	1.0682574916759158
87.0	1.0960044395116537
88.0	1.1237513873473917
89.0	1.1653718091009988
90.0	1.2069922308546062
91.0	1.234739178690344
92.0	1.2763596004439512
93.0	1.3041065482796892
94.0	1.3041065482796892
95.0	1.3179800221975582
96.0	1.3318534961154271
97.0	1.3457269700332963
98.0	1.3457269700332963
99.0	1.3873473917869035
100.0	1.3873473917869035
