#Coverage (X)	Coverage
1.0	0.39827175401066484
2.0	0.39802330001565167
3.0	0.397899073018138
4.0	0.397899073018138
5.0	0.39665680304305795
6.0	0.39653257604554426
7.0	0.39591144105800424
8.0	0.3941722630928979
9.0	0.39305422011533153
10.0	0.39056968016517146
11.0	0.3887062752025514
12.0	0.3865944162449182
13.0	0.38460678428478445
14.0	0.3811284283545575
15.0	0.37640780244925054
16.0	0.36969954458382404
17.0	0.361873243740817
18.0	0.35367426190528306
19.0	0.34249383212956275
20.0	0.3284561814111555
21.0	0.3180211136204889
22.0	0.3089525428024018
23.0	0.3016231499494353
24.0	0.2949148920840088
25.0	0.2873370452360149
26.0	0.27876538240796833
27.0	0.2693241305973544
28.0	0.25963442479172727
29.0	0.2495720379935733
30.0	0.24112460216302622
31.0	0.22808076742468586
32.0	0.2203786935791925
33.0	0.21454002469631916
34.0	0.20957094479599903
35.0	0.2053472268807326
36.0	0.19988123899038612
37.0	0.19354566211747226
38.0	0.1879554472296121
39.0	0.1790111034090387
40.0	0.17081212157350478
41.0	0.1639796367105646
42.0	0.15814096782769127
43.0	0.1511842559672374
44.0	0.14758167303951097
45.0	0.14422754410679772
46.0	0.1398795991940176
47.0	0.13528320028622431
48.0	0.13267443333855056
49.0	0.13180484435599737
50.0	0.129444531403351
51.0	0.12882339641581098
