#Read position (bp)	Clipping profile
0.0	1.4300306435137897
1.0	1.4300306435137897
2.0	1.3278855975485189
3.0	1.2257405515832482
4.0	1.2257405515832482
5.0	1.2257405515832482
6.0	1.2257405515832482
7.0	1.2257405515832482
8.0	1.2257405515832482
9.0	1.2257405515832482
10.0	1.1235955056179776
11.0	1.1235955056179776
12.0	1.1235955056179776
13.0	1.1235955056179776
14.0	1.1235955056179776
15.0	1.1235955056179776
16.0	1.1235955056179776
17.0	1.1235955056179776
18.0	1.0214504596527068
19.0	1.0214504596527068
20.0	0.8171603677221655
21.0	0.8171603677221655
22.0	0.8171603677221655
23.0	0.8171603677221655
24.0	0.8171603677221655
25.0	0.8171603677221655
26.0	0.7150153217568949
27.0	0.6128702757916241
28.0	0.7150153217568949
29.0	0.7150153217568949
30.0	0.7150153217568949
31.0	0.6128702757916241
32.0	0.6128702757916241
33.0	0.6128702757916241
34.0	0.6128702757916241
35.0	0.7150153217568949
36.0	0.8171603677221655
37.0	0.7150153217568949
38.0	0.7150153217568949
39.0	0.7150153217568949
40.0	0.7150153217568949
41.0	0.7150153217568949
42.0	0.7150153217568949
43.0	0.7150153217568949
44.0	0.7150153217568949
45.0	0.7150153217568949
46.0	0.7150153217568949
47.0	0.7150153217568949
48.0	0.7150153217568949
49.0	0.7150153217568949
50.0	0.7150153217568949
51.0	0.7150153217568949
52.0	0.8171603677221655
53.0	0.8171603677221655
54.0	0.8171603677221655
55.0	0.8171603677221655
56.0	0.9193054136874361
57.0	0.9193054136874361
58.0	0.9193054136874361
59.0	1.0214504596527068
60.0	1.0214504596527068
61.0	1.0214504596527068
62.0	1.0214504596527068
63.0	1.0214504596527068
64.0	1.2257405515832482
65.0	1.2257405515832482
66.0	1.1235955056179776
67.0	1.1235955056179776
68.0	1.1235955056179776
69.0	1.1235955056179776
70.0	1.1235955056179776
71.0	1.1235955056179776
72.0	1.1235955056179776
73.0	1.2257405515832482
74.0	1.2257405515832482
75.0	1.1235955056179776
76.0	1.1235955056179776
77.0	1.1235955056179776
78.0	1.1235955056179776
79.0	1.1235955056179776
80.0	1.1235955056179776
81.0	1.1235955056179776
82.0	1.1235955056179776
83.0	1.1235955056179776
84.0	1.1235955056179776
85.0	1.1235955056179776
86.0	1.1235955056179776
87.0	1.1235955056179776
88.0	1.1235955056179776
89.0	1.1235955056179776
90.0	1.1235955056179776
91.0	1.1235955056179776
92.0	1.1235955056179776
93.0	1.1235955056179776
94.0	1.1235955056179776
95.0	1.1235955056179776
96.0	1.1235955056179776
97.0	1.1235955056179776
98.0	1.1235955056179776
99.0	1.1235955056179776
100.0	1.1235955056179776
