#Read position (bp)	Clipping profile
0.0	1.1560693641618496
1.0	1.1560693641618496
2.0	1.1560693641618496
3.0	1.1560693641618496
4.0	1.1560693641618496
5.0	1.1560693641618496
6.0	1.1560693641618496
7.0	1.0404624277456647
8.0	1.0404624277456647
9.0	1.0404624277456647
10.0	1.0404624277456647
11.0	1.0404624277456647
12.0	1.0404624277456647
13.0	0.9248554913294799
14.0	0.9248554913294799
15.0	0.9248554913294799
16.0	0.9248554913294799
17.0	0.9248554913294799
18.0	0.8092485549132947
19.0	0.8092485549132947
20.0	0.6936416184971098
21.0	0.6936416184971098
22.0	0.8092485549132947
23.0	0.8092485549132947
24.0	0.8092485549132947
25.0	0.8092485549132947
26.0	0.9248554913294799
27.0	0.9248554913294799
28.0	0.9248554913294799
29.0	0.9248554913294799
30.0	0.9248554913294799
31.0	0.9248554913294799
32.0	0.9248554913294799
33.0	0.9248554913294799
34.0	0.9248554913294799
35.0	0.9248554913294799
36.0	0.9248554913294799
37.0	0.8092485549132947
38.0	0.8092485549132947
39.0	0.8092485549132947
40.0	0.8092485549132947
41.0	0.9248554913294799
42.0	1.0404624277456647
43.0	0.9248554913294799
44.0	0.8092485549132947
45.0	0.8092485549132947
46.0	0.8092485549132947
47.0	0.9248554913294799
48.0	0.9248554913294799
49.0	0.9248554913294799
50.0	1.0404624277456647
51.0	1.0404624277456647
52.0	1.0404624277456647
53.0	1.1560693641618496
54.0	1.1560693641618496
55.0	1.1560693641618496
56.0	1.1560693641618496
57.0	1.1560693641618496
58.0	1.1560693641618496
59.0	1.1560693641618496
60.0	1.1560693641618496
61.0	1.1560693641618496
62.0	1.1560693641618496
63.0	1.1560693641618496
64.0	1.1560693641618496
65.0	1.1560693641618496
66.0	1.1560693641618496
67.0	1.1560693641618496
68.0	1.0404624277456647
69.0	1.0404624277456647
70.0	1.0404624277456647
71.0	1.0404624277456647
72.0	1.0404624277456647
73.0	1.0404624277456647
74.0	1.0404624277456647
75.0	1.0404624277456647
76.0	1.0404624277456647
77.0	0.9248554913294799
78.0	0.9248554913294799
79.0	0.9248554913294799
80.0	0.9248554913294799
81.0	0.9248554913294799
82.0	0.9248554913294799
83.0	0.9248554913294799
84.0	0.9248554913294799
85.0	0.9248554913294799
86.0	0.9248554913294799
87.0	0.9248554913294799
88.0	0.9248554913294799
89.0	0.9248554913294799
90.0	0.9248554913294799
91.0	0.9248554913294799
92.0	0.9248554913294799
93.0	0.9248554913294799
94.0	1.0404624277456647
95.0	1.0404624277456647
96.0	1.0404624277456647
97.0	1.1560693641618496
98.0	1.1560693641618496
99.0	1.1560693641618496
100.0	1.1560693641618496
