#Coverage	Number of genomic locations
0.0	48142.0
1.0	2.0
2.0	2.0
3.0	2.0
4.0	2.0
5.0	3.0
6.0	3.0
7.0	5.0
8.0	3.0
9.0	3.0
10.0	4.0
11.0	5.0
12.0	4.0
13.0	5.0
14.0	2.0
15.0	4.0
16.0	6.0
17.0	3.0
18.0	5.0
19.0	3.0
20.0	6.0
21.0	2.0
22.0	4.0
23.0	6.0
24.0	4.0
25.0	3.0
26.0	2.0
27.0	4.0
28.0	4.0
29.0	3.0
30.0	4.0
31.0	7.0
32.0	7.0
33.0	6.0
34.0	18.0
35.0	51.0
36.0	67.0
37.0	35.0
38.0	19.0
39.0	24.0
40.0	13.0
41.0	5.0
