#Read position (bp)	Clipping profile
0.0	1.3114754098360655
1.0	1.3114754098360655
2.0	1.276962899050906
3.0	1.2424503882657463
4.0	1.173425366695427
5.0	1.173425366695427
6.0	1.173425366695427
7.0	1.173425366695427
8.0	1.1561691113028472
9.0	1.1389128559102675
10.0	1.087144089732528
11.0	1.0698878343399483
12.0	0.9836065573770493
13.0	0.9490940465918896
14.0	0.9318377911993099
15.0	0.91458153580673
16.0	0.91458153580673
17.0	0.91458153580673
18.0	0.89732528041415
19.0	0.8800690250215704
20.0	0.8800690250215704
21.0	0.8800690250215704
22.0	0.8800690250215704
23.0	0.8800690250215704
24.0	0.8455565142364107
25.0	0.8455565142364107
26.0	0.7937877480586712
27.0	0.7937877480586712
28.0	0.7937877480586712
29.0	0.7765314926660914
30.0	0.7937877480586712
31.0	0.7937877480586712
32.0	0.7592752372735116
33.0	0.7592752372735116
34.0	0.7937877480586712
35.0	0.7937877480586712
36.0	0.7937877480586712
37.0	0.7420189818809318
38.0	0.7420189818809318
39.0	0.724762726488352
40.0	0.7592752372735116
41.0	0.7592752372735116
42.0	0.7765314926660914
43.0	0.724762726488352
44.0	0.7420189818809318
45.0	0.7420189818809318
46.0	0.7592752372735116
47.0	0.7075064710957722
48.0	0.7075064710957722
49.0	0.6902502157031924
50.0	0.7075064710957722
51.0	0.6902502157031924
52.0	0.7592752372735116
53.0	0.7592752372735116
54.0	0.7765314926660914
55.0	0.7765314926660914
56.0	0.811044003451251
57.0	0.811044003451251
58.0	0.7937877480586712
59.0	0.811044003451251
60.0	0.7937877480586712
61.0	0.8455565142364107
62.0	0.8800690250215704
63.0	0.89732528041415
64.0	0.8800690250215704
65.0	0.89732528041415
66.0	0.9318377911993099
67.0	0.9490940465918896
68.0	0.9490940465918896
69.0	0.9836065573770493
70.0	1.000862812769629
71.0	0.9663503019844694
72.0	0.9663503019844694
73.0	0.9663503019844694
74.0	1.0181190681622088
75.0	1.0181190681622088
76.0	1.000862812769629
77.0	1.0526315789473684
78.0	1.0526315789473684
79.0	1.0353753235547885
80.0	1.0526315789473684
81.0	1.1044003451251079
82.0	1.1216566005176878
83.0	1.1389128559102675
84.0	1.1906816220880068
85.0	1.2251941328731666
86.0	1.2251941328731666
87.0	1.2424503882657463
88.0	1.2597066436583262
89.0	1.276962899050906
90.0	1.345987920621225
91.0	1.345987920621225
92.0	1.363244176013805
93.0	1.4322691975841244
94.0	1.449525452976704
95.0	1.5185504745470233
96.0	1.5185504745470233
97.0	1.5185504745470233
98.0	1.5703192407247626
99.0	1.6048317515099224
100.0	1.6048317515099224
