#Coverage (X)	Coverage
1.0	0.39802330001565167
2.0	0.397899073018138
3.0	0.397899073018138
4.0	0.397899073018138
5.0	0.397899073018138
6.0	0.397899073018138
7.0	0.3961598950530316
8.0	0.39516607907296475
9.0	0.3865944162449182
10.0	0.38025883937200433
11.0	0.3776500724243306
12.0	0.37193563053895673
13.0	0.3637366487034228
14.0	0.3547923048828494
15.0	0.34982322498252927
16.0	0.34087888116195586
17.0	0.32820772741614235
18.0	0.3208783345631758
19.0	0.3083314078148618
20.0	0.291684990148795
21.0	0.27789579342540094
22.0	0.2691999035998407
23.0	0.25690143084655404
24.0	0.24398182310572736
25.0	0.23193180434745386
26.0	0.22075137457173355
27.0	0.2113101227611196
28.0	0.2007508279729393
29.0	0.19292452712993224
30.0	0.18683740425204576
31.0	0.1819925513492393
32.0	0.17789306043147235
33.0	0.1745389314987591
34.0	0.171433256561059
35.0	0.1700667595884653
36.0	0.16745799264079153
37.0	0.16559458767817148
38.0	0.16261313973798508
39.0	0.1602528267853387
40.0	0.1580167408301918
41.0	0.1549110658924917
42.0	0.15317188792738534
43.0	0.14845126202207837
44.0	0.14348218212175823
45.0	0.1398795991940318
46.0	0.13491051929371167
47.0	0.12956875840086468
48.0	0.12435122450553138
49.0	0.12062441458029127
50.0	0.1181398746301312
51.0	0.11553110768245745
