1234	XX	0	1234N	./results/Preprocessing/1234N/DuplicatesMarked/1234N.md.bam	./results/Preprocessing/1234N/DuplicatesMarked/1234N.md.bam.bai
1234	XX	1	9876T	./results/Preprocessing/9876T/DuplicatesMarked/9876T.md.bam	./results/Preprocessing/9876T/DuplicatesMarked/9876T.md.bam.bai
