1234	XX	0	1234N	./results/Preprocessing/1234N/Recalibrated/1234N.recal.bam	./results/Preprocessing/1234N/Recalibrated/1234N.recal.bam.bai
1234	XX	1	9876T	./results/Preprocessing/9876T/Recalibrated/9876T.recal.bam	./results/Preprocessing/9876T/Recalibrated/9876T.recal.bam.bai
